cycle_id,agg_bar_offset,agg_idx,tick_bar_offset,price,direction,pnl_ticks,mfe_ticks,mae_ticks,signed_chop,dchop,d2chop,signed_slope,dr2,dslope,r2,choppiness,slope_abs,agg_bar_range
492,5,16826,1499,25068.00,-1,-18.000000,38.000000,22.000000,0.298701,-0.025623,-0.210707,2.875000,0.001351,-0.125000,0.782544,0.298701,2.875000,6.500000
492,6,16827,1749,25064.50,-1,-4.000000,38.000000,22.000000,0.125000,-0.173701,-0.148078,1.000000,-0.653512,-1.875000,0.129032,0.125000,1.000000,5.500000
492,7,16828,1999,25061.50,-1,8.000000,38.000000,22.000000,-0.361111,0.236111,0.409812,-3.250000,0.868999,2.250000,0.998031,0.361111,3.250000,6.000000
492,8,16829,2249,25055.50,-1,32.000000,38.000000,22.000000,-0.507042,0.145931,-0.090180,-4.500000,-0.033746,1.250000,0.964286,0.507042,4.500000,6.250000
492,9,16830,2431,25053.50,-1,40.000000,40.000000,22.000000,-0.507246,0.000204,-0.145727,-4.375000,-0.008250,-0.125000,0.956035,0.507246,4.375000,5.000000
493,0,16834,249,25060.00,-1,12.000000,12.000000,8.000000,0.051724,-0.281609,-0.232590,0.375000,-0.922069,-2.375000,0.035714,0.051724,0.375000,5.000000
493,1,16835,499,25058.75,-1,17.000000,24.000000,8.000000,-0.326923,0.275199,0.556808,-2.125000,0.910792,1.750000,0.946507,0.326923,2.125000,3.500000
493,2,16836,678,25053.00,-1,40.000000,40.000000,8.000000,-0.467742,0.140819,-0.134380,-3.625000,-0.071680,1.500000,0.874827,0.467742,3.625000,7.000000
494,0,16874,69,25075.75,-1,-3.000000,3.000000,6.000000,0.000000,-0.367347,-0.705282,0.000000,-0.983806,-2.250000,0.000000,0.000000,0.000000,5.000000
494,1,16875,319,25070.25,-1,19.000000,21.000000,6.000000,-0.159420,0.159420,0.526767,-1.375000,0.250000,1.375000,0.250000,0.159420,1.375000,6.000000
494,2,16876,569,25071.75,-1,13.000000,21.000000,6.000000,-0.266667,0.107246,-0.052174,-2.000000,0.244845,0.625000,0.494845,0.266667,2.000000,4.000000
494,3,16877,819,25076.75,-1,-7.000000,21.000000,7.000000,0.433333,0.166667,0.059420,3.250000,0.417025,1.250000,0.911871,0.433333,3.250000,5.000000
494,4,16878,1069,25072.75,-1,9.000000,21.000000,8.000000,0.068966,-0.364368,-0.531034,0.500000,-0.876156,-2.750000,0.035714,0.068966,0.500000,5.500000
494,5,16879,1319,25076.00,-1,-4.000000,21.000000,10.000000,-0.050000,-0.018966,0.345402,-0.375000,-0.004608,-0.125000,0.031106,0.050000,0.375000,4.500000
494,6,16880,1569,25077.50,-1,-10.000000,21.000000,16.000000,0.351852,0.301852,0.320817,2.375000,0.925608,2.000000,0.956714,0.351852,2.375000,3.500000
494,7,16881,1819,25078.00,-1,-12.000000,21.000000,21.000000,0.186047,-0.165805,-0.467657,1.000000,-0.033637,-1.375000,0.923077,0.186047,1.000000,2.750000
494,8,16882,2069,25076.75,-1,-7.000000,21.000000,21.000000,-0.076923,-0.109123,0.056682,-0.375000,-0.567814,-0.625000,0.355263,0.076923,0.375000,3.500000
494,9,16883,2319,25077.00,-1,-8.000000,21.000000,21.000000,-0.100000,0.023077,0.132200,-0.500000,0.216165,0.125000,0.571429,0.100000,0.500000,3.750000
494,10,16884,2569,25075.00,-1,0.000000,21.000000,21.000000,-0.134615,0.034615,0.011538,-0.875000,0.073308,0.375000,0.644737,0.134615,0.875000,5.750000
494,11,16885,2819,25070.75,-1,17.000000,21.000000,21.000000,-0.423729,0.289113,0.254498,-3.125000,0.313852,2.250000,0.958589,0.423729,3.125000,5.250000
494,12,16886,3069,25071.25,-1,15.000000,21.000000,21.000000,-0.220588,-0.203141,-0.492254,-1.875000,-0.307045,-1.250000,0.651544,0.220588,1.875000,6.000000
494,13,16887,3319,25067.75,-1,29.000000,34.000000,21.000000,-0.164384,-0.056205,0.146936,-1.500000,-0.023637,-0.375000,0.627907,0.164384,1.500000,7.000000
494,14,16888,3569,25070.75,-1,17.000000,34.000000,21.000000,-0.028986,-0.135398,-0.079193,-0.250000,-0.610465,-1.250000,0.017442,0.028986,0.250000,4.250000
494,15,16889,3761,25065.00,-1,40.000000,40.000000,21.000000,-0.189189,0.160204,0.295602,-1.750000,0.271928,1.500000,0.289370,0.189189,1.750000,7.250000
495,0,16907,238,25076.50,-1,9.000000,13.000000,5.000000,0.030769,-0.358120,-0.577994,0.250000,-0.937796,-3.250000,0.035714,0.030769,0.250000,4.500000
495,1,16908,488,25071.75,-1,28.000000,30.000000,5.000000,-0.421875,0.391106,0.749225,-3.375000,0.911859,3.125000,0.947574,0.421875,3.375000,6.250000
495,2,16909,738,25077.50,-1,5.000000,30.000000,5.000000,0.058824,-0.363051,-0.754157,0.500000,-0.921084,-2.875000,0.026490,0.058824,0.500000,6.250000
495,3,16910,988,25080.00,-1,-5.000000,30.000000,5.000000,0.532258,0.473435,0.836486,4.125000,0.924325,3.625000,0.950815,0.532258,4.125000,3.000000
495,4,16911,1238,25081.00,-1,-9.000000,30.000000,9.000000,0.264151,-0.268107,-0.741542,1.750000,-0.008507,-2.375000,0.942308,0.264151,1.750000,4.000000
495,5,16912,1488,25080.50,-1,-7.000000,30.000000,10.000000,0.041667,-0.222484,0.045623,0.250000,-0.692308,-1.500000,0.250000,0.041667,0.250000,5.000000
495,6,16913,1738,25081.25,-1,-10.000000,30.000000,13.000000,0.020408,-0.021259,0.201226,0.125000,-0.142857,-0.125000,0.107143,0.020408,0.125000,3.250000
495,7,16914,1988,25081.00,-1,-9.000000,30.000000,19.000000,0.045455,0.025046,0.046305,0.250000,0.321429,0.125000,0.428571,0.045455,0.250000,2.750000
495,8,16915,2238,25074.75,-1,16.000000,30.000000,19.000000,-0.500000,0.454545,0.429499,-3.250000,0.350230,3.000000,0.778802,0.500000,3.250000,7.000000
495,9,16916,2488,25079.75,-1,-4.000000,30.000000,19.000000,-0.083333,-0.416667,-0.871212,-0.625000,-0.743088,-2.625000,0.035714,0.083333,0.625000,5.250000
495,10,16917,2738,25076.50,-1,9.000000,30.000000,19.000000,0.098592,0.015258,0.431925,0.875000,0.083218,0.250000,0.118932,0.098592,0.875000,5.500000
495,11,16918,2988,25074.50,-1,17.000000,30.000000,19.000000,-0.362069,0.263477,0.248219,-2.625000,0.862522,1.750000,0.981454,0.362069,2.625000,3.750000
495,12,16919,3238,25074.25,-1,18.000000,32.000000,19.000000,-0.157895,-0.204174,-0.467652,-1.125000,-0.149262,-1.500000,0.832192,0.157895,1.125000,5.000000
495,13,16920,3488,25073.00,-1,23.000000,32.000000,19.000000,-0.113208,-0.044687,0.159487,-0.750000,0.038776,-0.375000,0.870968,0.113208,0.750000,4.500000
495,14,16921,3738,25078.75,-1,0.000000,32.000000,19.000000,0.285714,0.172507,0.217194,2.250000,-0.317437,1.500000,0.553531,0.285714,2.250000,6.250000
495,15,16922,3988,25079.75,-1,-4.000000,32.000000,19.000000,0.402985,0.117271,-0.055236,3.375000,0.304789,1.125000,0.858320,0.402985,3.375000,6.000000
495,16,16923,4238,25083.50,-1,-19.000000,32.000000,21.000000,0.287879,-0.115106,-0.232377,2.375000,0.041181,-1.000000,0.899502,0.287879,2.375000,4.250000
495,17,16924,4488,25085.00,-1,-25.000000,32.000000,25.000000,0.375000,0.087121,0.202227,2.625000,0.042806,0.250000,0.942308,0.375000,2.625000,3.750000
495,18,16925,4738,25088.00,-1,-34.000000,32.000000,40.000000,0.352941,-0.022059,-0.109180,2.250000,0.021978,-0.375000,0.964286,0.352941,2.250000,4.750000
495,19,16926,4988,25085.50,-1,-14.000000,32.000000,40.000000,0.037736,-0.315205,-0.293147,0.250000,-0.940092,-2.000000,0.024194,0.037736,0.250000,4.750000
495,20,16927,5238,25086.75,-1,-24.000000,32.000000,40.000000,-0.089286,0.051550,0.366755,-0.625000,0.225806,0.375000,0.250000,0.089286,0.625000,4.500000
495,21,16928,5488,25090.00,-1,-50.000000,32.000000,40.000000,0.327273,0.237987,0.186437,2.250000,0.688224,1.625000,0.938224,0.327273,2.250000,4.500000
495,22,16929,5738,25092.50,-1,-70.000000,32.000000,40.000000,0.450980,0.123708,-0.114279,2.875000,0.056137,0.625000,0.994361,0.450980,2.875000,3.750000
495,23,16930,5988,25092.75,-1,-72.000000,32.000000,40.000000,0.250000,-0.200980,-0.324688,1.375000,-0.176793,-1.500000,0.817568,0.250000,1.375000,2.750000
495,24,16931,6238,25087.75,-1,-32.000000,32.000000,40.000000,-0.395833,0.145833,0.346814,-2.375000,-0.106938,1.000000,0.710630,0.395833,2.375000,5.500000
495,25,16932,6488,25084.50,-1,-6.000000,32.000000,40.000000,-0.578947,0.183114,0.037281,-4.125000,0.274593,1.750000,0.985223,0.578947,4.125000,6.000000
495,26,16933,6738,25086.75,-1,-24.000000,32.000000,40.000000,-0.061538,-0.517409,-0.700523,-0.500000,-0.894998,-3.625000,0.090226,0.061538,0.500000,4.750000
495,27,16934,6988,25092.25,-1,-68.000000,32.000000,40.000000,0.413333,0.351795,0.869204,3.875000,0.854401,3.375000,0.944626,0.413333,3.875000,8.000000
495,28,16935,7238,25096.00,-1,-98.000000,32.000000,49.000000,0.521127,0.107793,-0.244001,4.625000,0.043583,0.750000,0.988210,0.521127,4.625000,5.000000
495,29,16936,7488,25094.00,-1,-82.000000,32.000000,54.000000,0.106061,-0.415066,-0.522860,0.875000,-0.770754,-3.750000,0.217456,0.106061,0.875000,3.500000
495,30,16937,7738,25092.50,-1,-70.000000,32.000000,54.000000,-0.274510,0.168449,0.583515,-1.750000,0.775788,0.875000,0.993243,0.274510,1.750000,4.250000
495,31,16938,7988,25089.25,-1,-44.000000,32.000000,54.000000,-0.358491,0.083981,-0.084468,-2.375000,-0.036529,0.625000,0.956714,0.358491,2.375000,5.500000
495,32,16939,8238,25086.00,-1,-18.000000,32.000000,54.000000,-0.481481,0.122991,0.039010,-3.250000,0.043286,0.875000,1.000000,0.481481,3.250000,3.750000
495,33,16940,8488,25083.25,-1,4.000000,32.000000,54.000000,-0.444444,-0.037037,-0.160028,-3.000000,-0.002309,-0.250000,0.997691,0.444444,3.000000,4.250000
495,34,16941,8738,25084.00,-1,-2.000000,32.000000,54.000000,-0.163265,-0.281179,-0.244142,-1.000000,-0.502845,-2.000000,0.494845,0.163265,1.000000,4.250000
495,35,16942,8988,25083.25,-1,4.000000,32.000000,54.000000,0.000000,-0.163265,0.117914,0.000000,-0.494845,-1.000000,0.000000,0.000000,0.000000,4.750000
495,36,16943,9238,25087.00,-1,-26.000000,32.000000,54.000000,0.230769,0.230769,0.394035,1.500000,0.571429,1.500000,0.571429,0.230769,1.500000,4.000000
495,37,16944,9488,25084.50,-1,-6.000000,32.000000,54.000000,0.090909,-0.139860,-0.370629,0.625000,-0.464286,-0.875000,0.107143,0.090909,0.625000,5.000000
495,38,16945,9738,25091.75,-1,-64.000000,32.000000,54.000000,0.275362,0.184453,0.324313,2.375000,0.308756,1.750000,0.415899,0.275362,2.375000,8.250000
495,39,16946,9988,25091.00,-1,-58.000000,32.000000,54.000000,0.412698,0.137336,-0.047117,3.250000,0.248584,0.875000,0.664482,0.412698,3.250000,2.500000
495,40,16947,10238,25095.25,-1,-92.000000,32.000000,54.000000,0.212121,-0.200577,-0.337913,1.750000,-0.069341,-1.500000,0.595142,0.212121,1.750000,5.750000
495,41,16948,10488,25096.25,-1,-100.00,32.000000,56.000000,0.437500,0.225379,0.425956,2.625000,0.291588,0.875000,0.886729,0.437500,2.625000,3.750000
495,42,16949,10738,25091.75,-1,-64.000000,32.000000,56.000000,-0.215385,-0.222115,-0.447494,-1.750000,-0.338222,-0.875000,0.548507,0.215385,1.750000,6.750000
495,43,16950,10988,25092.00,-1,-66.000000,32.000000,56.000000,-0.288136,0.072751,0.294866,-2.125000,0.157519,0.375000,0.706026,0.288136,2.125000,4.250000
495,44,16951,11238,25094.50,-1,-86.000000,32.000000,56.000000,0.196429,-0.091707,-0.164458,1.375000,0.111542,-0.750000,0.817568,0.196429,1.375000,3.000000
495,45,16952,11488,25087.75,-1,-32.000000,32.000000,56.000000,-0.288136,0.091707,0.183414,-2.125000,-0.429822,0.750000,0.387746,0.288136,2.125000,7.500000
495,46,16953,11738,25087.25,-1,-28.000000,32.000000,56.000000,-0.491525,0.203390,0.111683,-3.625000,0.413715,1.500000,0.801461,0.491525,3.625000,4.250000
495,47,16954,11988,25088.25,-1,-36.000000,32.000000,56.000000,0.028571,-0.462954,-0.666344,0.250000,-0.551461,-3.375000,0.250000,0.028571,0.250000,5.750000
495,48,16955,12238,25090.00,-1,-50.000000,32.000000,56.000000,0.189655,0.161084,0.624038,1.375000,0.725806,1.125000,0.975806,0.189655,1.375000,4.500000
495,49,16956,12488,25086.00,-1,-18.000000,32.000000,56.000000,-0.157895,-0.031760,-0.192844,-1.125000,-0.661040,-0.250000,0.314767,0.157895,1.125000,4.000000
495,50,16957,12738,25092.00,-1,-66.000000,32.000000,56.000000,0.131148,-0.026747,0.005013,1.000000,-0.207624,-0.125000,0.107143,0.131148,1.000000,6.750000
495,51,16958,12988,25094.75,-1,-88.000000,32.000000,56.000000,0.603448,0.472301,0.499048,4.375000,0.848893,3.375000,0.956035,0.603448,4.375000,3.750000
495,52,16959,13238,25097.50,-1,-110.00,32.000000,58.000000,0.385965,-0.217483,-0.689784,2.750000,0.043965,-1.625000,1.000000,0.385965,2.750000,3.750000
495,53,16960,13464,25098.75,-1,-120.00,32.000000,60.000000,0.386364,0.000399,0.217882,2.125000,-0.028027,-0.625000,0.971973,0.386364,2.125000,3.500000
496,0,16981,182,25091.50,1,-10.000000,0.000000,19.000000,-0.053333,-0.455758,-0.851641,-0.500000,-0.944384,-3.000000,0.029126,0.053333,0.500000,7.750000
496,1,16982,432,25087.25,1,-27.000000,0.000000,28.000000,-0.520000,0.466667,0.922424,-4.875000,0.965425,4.375000,0.994551,0.520000,4.875000,5.000000
496,2,16983,682,25091.00,1,-12.000000,0.000000,28.000000,-0.028986,-0.491014,-0.957681,-0.250000,-0.982968,-4.625000,0.011583,0.028986,0.250000,4.500000
496,3,16984,932,25089.00,1,-20.000000,0.000000,28.000000,0.140000,0.111014,0.602029,0.875000,0.205873,0.625000,0.217456,0.140000,0.875000,3.000000
496,4,16985,1182,25092.00,1,-8.000000,0.000000,28.000000,0.085106,-0.054894,-0.165908,0.500000,-0.110313,-0.375000,0.107143,0.085106,0.500000,4.250000
496,5,16986,1432,25091.25,1,-11.000000,0.000000,28.000000,0.200000,0.114894,0.169787,1.125000,0.412088,0.625000,0.519231,0.200000,1.125000,4.000000
496,6,16987,1682,25092.00,1,-8.000000,0.000000,28.000000,0.000000,-0.200000,-0.314894,0.000000,-0.519231,-1.125000,0.000000,0.000000,0.000000,4.750000
496,7,16988,1932,25093.25,1,-3.000000,2.000000,28.000000,0.156863,0.156863,0.356863,1.000000,0.979592,1.000000,0.979592,0.156863,1.000000,4.000000
496,8,16989,2182,25088.25,1,-23.000000,2.000000,28.000000,-0.250000,0.093137,-0.063725,-1.875000,-0.460361,0.875000,0.519231,0.250000,1.875000,6.250000
496,9,16990,2432,25084.25,1,-39.000000,2.000000,39.000000,-0.600000,0.350000,0.256863,-4.500000,0.476671,2.625000,0.995902,0.600000,4.500000,4.750000
496,10,16991,2682,25085.25,1,-30.000000,2.000000,40.000000,-0.206897,-0.393103,-0.743103,-1.500000,-0.476671,-3.000000,0.519231,0.206897,1.500000,3.500000
496,11,16992,2932,25088.75,1,-2.000000,2.000000,40.000000,0.321429,0.114532,0.507635,2.250000,0.387486,0.750000,0.906716,0.321429,2.250000,5.750000
496,12,16993,3182,25086.00,1,-24.000000,2.000000,40.000000,0.057692,-0.263736,-0.378268,0.375000,-0.865305,-1.875000,0.041411,0.057692,0.375000,3.750000
496,13,16994,3432,25089.00,1,0.000000,2.000000,40.000000,0.015873,-0.041819,0.221917,0.125000,-0.035772,-0.250000,0.005639,0.015873,0.125000,6.250000
496,14,16995,3682,25087.25,1,-14.000000,6.000000,40.000000,0.089286,0.073413,0.115232,0.625000,0.166379,0.500000,0.172018,0.089286,0.625000,4.000000
496,15,16996,3932,25089.25,1,2.000000,6.000000,40.000000,0.016667,-0.072619,-0.146032,0.125000,-0.158860,-0.500000,0.013158,0.016667,0.125000,4.750000
496,16,16997,4182,25088.75,1,-2.000000,10.000000,40.000000,0.111111,0.094444,0.167063,0.750000,0.506073,0.625000,0.519231,0.111111,0.750000,4.750000
496,17,16998,4432,25084.50,1,-36.000000,10.000000,40.000000,-0.327586,0.216475,0.122031,-2.375000,0.308751,1.625000,0.827982,0.327586,2.375000,5.000000
496,18,16999,4682,25087.75,1,-10.000000,10.000000,40.000000,-0.064516,-0.263070,-0.479545,-0.500000,-0.777349,-1.875000,0.050633,0.064516,0.500000,5.750000
496,19,17000,4932,25088.75,1,-2.000000,10.000000,40.000000,0.298246,0.233729,0.496800,2.125000,0.863924,1.625000,0.914557,0.298246,2.125000,3.500000
496,20,17001,5182,25092.00,1,24.000000,17.000000,40.000000,0.303571,0.005326,-0.228404,2.125000,0.000000,0.000000,0.914557,0.303571,2.125000,4.750000
496,21,17002,5239,25094.00,1,40.000000,20.000000,40.000000,0.100000,-0.203571,-0.208897,0.625000,-0.769208,-1.500000,0.145349,0.100000,0.625000,4.250000
497,0,17015,249,25090.50,-1,15.000000,15.000000,5.000000,-0.083333,-0.464286,-0.726190,-0.500000,-0.941678,-2.375000,0.057692,0.083333,0.500000,5.000000
497,1,17016,499,25090.50,-1,15.000000,30.000000,5.000000,-0.285714,0.202381,0.666667,-2.000000,0.692308,1.500000,0.750000,0.285714,2.000000,5.500000
497,2,17017,749,25093.00,-1,5.000000,30.000000,5.000000,0.161290,-0.124424,-0.326805,1.250000,0.000000,-0.750000,0.750000,0.161290,1.250000,5.000000
497,3,17018,999,25094.75,-1,-2.000000,30.000000,5.000000,0.298246,0.136955,0.261379,2.125000,0.239726,0.875000,0.989726,0.298246,2.125000,3.750000
497,4,17019,1249,25095.50,-1,-5.000000,30.000000,10.000000,0.204082,-0.094164,-0.231119,1.250000,-0.040359,-0.875000,0.949367,0.204082,1.250000,3.500000
497,5,17020,1499,25097.25,-1,-12.000000,30.000000,14.000000,0.256410,0.052329,0.146493,1.250000,0.000000,0.000000,0.949367,0.256410,1.250000,2.500000
497,6,17021,1749,25099.75,-1,-22.000000,30.000000,26.000000,0.377778,0.121368,0.069039,2.125000,0.040359,0.875000,0.989726,0.377778,2.125000,5.250000
497,7,17022,1999,25103.75,-1,-36.000000,30.000000,40.000000,0.456140,0.078363,-0.043005,3.250000,-0.007168,1.125000,0.982558,0.456140,3.250000,6.500000
497,8,17023,2249,25104.75,-1,-44.000000,30.000000,40.000000,0.350877,-0.105263,-0.183626,2.500000,-0.089701,-0.750000,0.892857,0.350877,2.500000,2.500000
497,9,17024,2499,25104.50,-1,-42.000000,30.000000,40.000000,0.069767,-0.281110,-0.175847,0.375000,-0.373626,-2.125000,0.519231,0.069767,0.375000,1.750000
497,10,17025,2749,25106.50,-1,-58.000000,30.000000,40.000000,0.212121,0.142354,0.423464,0.875000,0.125506,0.500000,0.644737,0.212121,0.875000,4.000000
497,11,17026,2999,25108.00,-1,-70.000000,30.000000,40.000000,0.388889,0.176768,0.034414,1.750000,0.348506,0.875000,0.993243,0.388889,1.750000,3.250000
497,12,17027,3249,25104.50,-1,-42.000000,30.000000,40.000000,-0.190476,-0.198413,-0.375180,-1.000000,-0.668919,-0.750000,0.324324,0.190476,1.000000,3.250000
497,13,17028,3499,25102.50,-1,-26.000000,30.000000,40.000000,-0.594595,0.404118,0.602531,-2.750000,0.651482,1.750000,0.975806,0.594595,2.750000,2.750000
497,14,17029,3749,25103.25,-1,-32.000000,30.000000,40.000000,-0.142857,-0.451737,-0.855856,-0.625000,-0.593153,-2.125000,0.382653,0.142857,0.625000,2.750000
497,15,17030,3999,25102.75,-1,-28.000000,30.000000,40.000000,0.027027,-0.115830,0.335907,0.125000,-0.275510,-0.500000,0.107143,0.027027,0.125000,3.750000
497,16,17031,4249,25102.50,-1,-26.000000,30.000000,40.000000,-0.068182,0.041155,0.156985,-0.375000,0.857143,0.250000,0.964286,0.068182,0.375000,4.500000
497,17,17032,4499,25101.50,-1,-18.000000,30.000000,40.000000,-0.100000,0.031818,-0.009337,-0.625000,-0.071429,0.250000,0.892857,0.100000,0.625000,4.250000
497,18,17033,4749,25102.00,-1,-22.000000,30.000000,40.000000,-0.039216,-0.060784,-0.092602,-0.250000,-0.642857,-0.375000,0.250000,0.039216,0.250000,4.000000
497,19,17034,4999,25104.00,-1,-38.000000,30.000000,40.000000,0.222222,0.183007,0.243791,1.250000,0.642857,1.000000,0.892857,0.222222,1.250000,3.000000
497,20,17035,5249,25106.25,-1,-56.000000,30.000000,40.000000,0.386364,0.164141,-0.018865,2.125000,0.105991,0.875000,0.998848,0.386364,2.125000,4.000000
497,21,17036,5499,25106.75,-1,-60.000000,30.000000,40.000000,0.275000,-0.111364,-0.275505,1.375000,-0.117780,-0.750000,0.881068,0.275000,1.375000,3.000000
497,22,17037,5749,25107.50,-1,-66.000000,30.000000,40.000000,0.121951,-0.153049,-0.041685,0.625000,0.105774,-0.750000,0.986842,0.121951,0.625000,3.250000
497,23,17038,5999,25110.25,-1,-88.000000,30.000000,44.000000,0.388889,0.266938,0.419986,1.750000,-0.085002,1.125000,0.901840,0.388889,1.750000,2.750000
497,24,17039,6249,25106.00,-1,-54.000000,30.000000,48.000000,-0.133333,-0.255556,-0.522493,-0.750000,-0.780764,-1.000000,0.121076,0.133333,0.750000,5.250000
497,25,17040,6499,25111.00,-1,-94.000000,30.000000,48.000000,0.053571,-0.079762,0.175794,0.375000,-0.101735,-0.375000,0.019341,0.053571,0.375000,6.000000
497,26,17041,6749,25112.75,-1,-108.00,30.000000,54.000000,0.415385,0.361813,0.441575,3.375000,0.908927,3.000000,0.928268,0.415385,3.375000,5.000000
497,27,17042,6999,25109.25,-1,-80.000000,30.000000,54.000000,-0.118644,-0.296741,-0.658554,-0.875000,-0.678268,-2.500000,0.250000,0.118644,0.875000,3.750000
497,28,17043,7249,25107.75,-1,-68.000000,30.000000,54.000000,-0.384615,0.265971,0.562712,-2.500000,0.699367,1.625000,0.949367,0.384615,2.500000,4.250000
497,29,17044,7499,25110.50,-1,-90.000000,30.000000,54.000000,0.111111,-0.273504,-0.539476,0.625000,-0.743323,-1.875000,0.206044,0.111111,0.625000,3.250000
497,30,17045,7749,25112.25,-1,-104.00,30.000000,54.000000,0.461538,0.350427,0.623932,2.250000,0.777762,1.625000,0.983806,0.461538,2.250000,2.250000
497,31,17046,7999,25112.25,-1,-104.00,30.000000,57.000000,0.179487,-0.282051,-0.632479,0.875000,-0.233806,-1.375000,0.750000,0.179487,0.875000,4.250000
497,32,17047,8084,25114.25,-1,-120.00,30.000000,60.000000,0.050000,-0.129487,0.152564,0.250000,0.000000,-0.625000,0.750000,0.050000,0.250000,3.500000
498,0,17055,224,25106.25,1,4.000000,8.000000,6.000000,0.074074,-0.294347,-0.524837,0.500000,-0.731454,-2.125000,0.250000,0.074074,0.500000,4.000000
498,1,17056,474,25103.25,1,-8.000000,10.000000,16.000000,-0.266667,0.192593,0.486940,-2.000000,0.673077,1.500000,0.923077,0.266667,2.000000,6.500000
498,2,17057,724,25104.75,1,-2.000000,10.000000,16.000000,-0.105263,-0.161404,-0.353996,-0.750000,-0.673077,-1.250000,0.250000,0.105263,0.750000,3.750000
498,3,17058,974,25102.00,1,-13.000000,10.000000,22.000000,-0.080645,-0.024618,0.136786,-0.625000,-0.043956,-0.125000,0.206044,0.080645,0.625000,5.250000
498,4,17059,1224,25103.25,1,-8.000000,10.000000,22.000000,-0.103448,0.022803,0.047421,-0.750000,0.090659,0.125000,0.296703,0.103448,0.750000,5.500000
498,5,17060,1474,25106.25,1,4.000000,10.000000,22.000000,0.274194,0.170745,0.147942,2.125000,0.649803,1.375000,0.946507,0.274194,2.125000,4.750000
498,6,17061,1724,25107.75,1,10.000000,16.000000,22.000000,0.315789,0.041596,-0.129149,2.250000,0.017779,0.125000,0.964286,0.315789,2.250000,4.000000
498,7,17062,1974,25105.75,1,2.000000,16.000000,22.000000,-0.041667,-0.274123,-0.315719,-0.250000,-0.906593,-2.000000,0.057692,0.041667,0.250000,3.250000
498,8,17063,2224,25109.25,1,16.000000,19.000000,22.000000,0.127660,0.085993,0.360116,0.750000,0.124740,0.500000,0.182432,0.127660,0.750000,4.500000
498,9,17064,2474,25105.75,1,2.000000,19.000000,22.000000,0.000000,-0.127660,-0.213652,0.000000,-0.182432,-0.750000,0.000000,0.000000,0.000000,5.500000
498,10,17065,2724,25103.75,1,-6.000000,19.000000,22.000000,-0.407407,0.407407,0.535067,-2.750000,0.975806,2.750000,0.975806,0.407407,2.750000,3.500000
498,11,17066,2974,25103.75,1,-6.000000,19.000000,22.000000,-0.153846,-0.253561,-0.660969,-1.000000,-0.225806,-1.750000,0.750000,0.153846,1.000000,4.000000
498,12,17067,3224,25102.75,1,-10.000000,19.000000,22.000000,-0.085106,-0.068740,0.184821,-0.500000,0.000000,-0.500000,0.750000,0.085106,0.500000,4.250000
498,13,17068,3474,25104.25,1,-4.000000,19.000000,22.000000,0.038462,-0.046645,0.022095,0.250000,-0.642857,-0.250000,0.107143,0.038462,0.250000,4.750000
498,14,17069,3724,25103.00,1,-9.000000,19.000000,23.000000,0.018182,-0.020280,0.026365,0.125000,-0.082949,-0.125000,0.024194,0.018182,0.125000,4.750000
498,15,17070,3974,25107.75,1,10.000000,19.000000,23.000000,0.237288,0.219106,0.239386,1.750000,0.480961,1.625000,0.505155,0.237288,1.750000,5.250000
498,16,17071,4224,25108.75,1,14.000000,22.000000,23.000000,0.425926,0.188638,-0.030469,2.875000,0.370673,1.125000,0.875828,0.425926,2.875000,3.500000
498,17,17072,4474,25107.50,1,9.000000,22.000000,23.000000,-0.021277,-0.404649,-0.593287,-0.125000,-0.840114,-2.750000,0.035714,0.021277,0.125000,3.000000
498,18,17073,4724,25108.50,1,13.000000,22.000000,23.000000,-0.027027,0.005750,0.410400,-0.125000,0.000000,0.000000,0.035714,0.027027,0.125000,2.750000
498,19,17074,4974,25107.50,1,9.000000,22.000000,23.000000,0.000000,-0.027027,-0.032777,0.000000,-0.035714,-0.125000,0.000000,0.000000,0.000000,2.750000
498,20,17075,5224,25105.50,1,1.000000,22.000000,23.000000,-0.255319,0.255319,0.282346,-1.500000,0.964286,1.500000,0.964286,0.255319,1.500000,6.250000
498,21,17076,5474,25109.25,1,16.000000,22.000000,23.000000,0.127273,-0.128046,-0.383366,0.875000,-0.746830,-0.625000,0.217456,0.127273,0.875000,4.750000
498,22,17077,5724,25109.00,1,15.000000,22.000000,23.000000,0.245614,0.118341,0.246388,1.750000,0.479227,0.875000,0.696682,0.245614,1.750000,3.250000
498,23,17078,5974,25109.00,1,15.000000,22.000000,23.000000,-0.022222,-0.223392,-0.341733,-0.125000,0.053318,-1.625000,0.750000,0.022222,0.125000,3.250000
498,24,17079,6224,25105.25,1,0.000000,22.000000,23.000000,-0.348837,0.326615,0.550007,-1.875000,0.000000,1.750000,0.750000,0.348837,1.875000,4.250000
498,25,17080,6474,25103.25,1,-8.000000,22.000000,23.000000,-0.500000,0.151163,-0.175452,-2.875000,0.220049,1.000000,0.970049,0.500000,2.875000,4.000000
498,26,17081,6724,25106.75,1,6.000000,22.000000,23.000000,0.113208,-0.386792,-0.537955,0.750000,-0.787616,-2.125000,0.182432,0.113208,0.750000,5.000000
498,27,17082,6974,25107.25,1,8.000000,22.000000,23.000000,0.320000,0.206792,0.593585,2.000000,0.659673,1.250000,0.842105,0.320000,2.000000,3.500000
